Date,Products,ISP,Production,Lifting,Sales_Gas,Production_Gas
2027-08-29,NGL,Excl. ISP,1016,1319,360,124
2027-08-30,NGL,Incl. ISP,1171,1164,540,115
2027-08-31,NGL,Excl. ISP,1484,1289,446,129
2027-09-01,LPG,Incl. ISP,1380,1273,146,112
2027-09-02,LPG,Incl. ISP,1421,1177,490,108
2027-09-03,NGL,Excl. ISP,922,1422,422,130
2027-09-04,NGL,Incl. ISP,1196,1305,246,107
2027-09-05,NGL,Excl. ISP,1408,1234,382,107
2027-09-06,NGL,Incl. ISP,987,1004,331,123
2027-09-07,LPG,Incl. ISP,937,1475,329,106
2027-09-08,NGL,Excl. ISP,1336,1019,152,122
2027-09-09,NGL,Incl. ISP,1312,1258,426,128
2027-09-10,LPG,Excl. ISP,1419,1220,227,125
2027-09-11,NGL,Incl. ISP,1379,1105,366,142
2027-09-12,LPG,Excl. ISP,1167,1434,441,136
2027-09-13,LPG,Incl. ISP,1265,1294,388,118
2027-09-14,LPG,Excl. ISP,1405,1416,225,93
2027-09-15,LPG,Excl. ISP,1141,1450,542,121
2027-09-16,LPG,Excl. ISP,1250,1444,489,137
2027-09-17,LPG,Incl. ISP,1091,1313,156,122
2027-09-18,NGL,Excl. ISP,1339,1300,259,102
2027-09-19,LPG,Incl. ISP,1032,970,286,109
2027-09-20,LPG,Incl. ISP,1255,1431,507,144
2027-09-21,LPG,Incl. ISP,1394,1100,362,143
2027-09-22,NGL,Excl. ISP,1347,1449,327,93
2027-09-23,LPG,Excl. ISP,965,1485,522,103
2027-09-24,LPG,Excl. ISP,1370,1256,166,95
2027-09-25,LPG,Excl. ISP,1289,931,109,104
2027-09-26,NGL,Excl. ISP,1231,1034,312,145
2027-09-27,LPG,Excl. ISP,1184,1114,453,112
2027-09-28,LPG,Incl. ISP,1475,1352,140,140
2027-09-29,NGL,Incl. ISP,1009,952,546,101
2027-09-30,LPG,Incl. ISP,991,1426,287,104
2027-10-01,NGL,Excl. ISP,1007,1013,413,100
2027-10-02,LPG,Incl. ISP,1142,1427,393,120
2027-10-03,NGL,Incl. ISP,1065,1070,431,145
2027-10-04,LPG,Excl. ISP,1391,920,197,132
2027-10-05,NGL,Excl. ISP,997,908,437,140
2027-10-06,NGL,Excl. ISP,1020,1138,361,105
2027-10-07,NGL,Incl. ISP,1229,1290,158,145
2027-10-08,LPG,Incl. ISP,1116,1380,309,138
2027-10-09,LPG,Excl. ISP,1040,1362,311,134
2027-10-10,NGL,Incl. ISP,981,1168,396,102
2027-10-11,LPG,Incl. ISP,1180,1303,358,129
2027-10-12,LPG,Incl. ISP,1113,1119,297,108
2027-10-13,NGL,Excl. ISP,1069,1405,450,95
2027-10-14,NGL,Incl. ISP,1342,1042,242,111
2027-10-15,NGL,Incl. ISP,1412,1468,376,148
2027-10-16,NGL,Excl. ISP,1496,1012,474,139
2027-10-17,NGL,Incl. ISP,1276,954,341,98
2027-10-18,NGL,Incl. ISP,1009,1168,526,145
2027-10-19,LPG,Incl. ISP,1003,1399,437,95
2027-10-20,LPG,Incl. ISP,1249,1440,344,130
2027-10-21,NGL,Incl. ISP,1167,1129,162,93
2027-10-22,NGL,Incl. ISP,922,1274,212,150
2027-10-23,NGL,Excl. ISP,1424,940,496,134
2027-10-24,NGL,Incl. ISP,1369,1012,136,135
2027-10-25,LPG,Incl. ISP,910,1260,509,143
2027-10-26,NGL,Excl. ISP,1096,1430,315,118
2027-10-27,NGL,Excl. ISP,938,1293,496,103
2027-10-28,NGL,Incl. ISP,1166,1499,129,102
2027-10-29,NGL,Incl. ISP,1033,1328,235,141
2027-10-30,NGL,Incl. ISP,1071,1266,106,130
2027-10-31,NGL,Excl. ISP,1066,977,260,91
2027-11-01,NGL,Excl. ISP,1342,1329,354,146
2027-11-02,NGL,Excl. ISP,912,1468,543,105
2027-11-03,LPG,Incl. ISP,1373,1378,517,112
2027-11-04,NGL,Excl. ISP,1463,1266,448,102
2027-11-05,NGL,Incl. ISP,1187,1482,544,147
2027-11-06,NGL,Incl. ISP,1201,944,370,103
2027-11-07,LPG,Incl. ISP,1336,1200,275,106
2027-11-08,LPG,Excl. ISP,1498,1221,378,122
2027-11-09,LPG,Excl. ISP,1202,1112,143,91
2027-11-10,LPG,Incl. ISP,1337,1282,265,109
2027-11-11,NGL,Incl. ISP,1076,1116,535,141
2027-11-12,LPG,Excl. ISP,1023,1014,210,126
2027-11-13,LPG,Incl. ISP,1278,1422,132,144
2027-11-14,NGL,Incl. ISP,1192,939,149,109
2027-11-15,LPG,Incl. ISP,1221,1434,265,129
2027-11-16,NGL,Excl. ISP,988,1025,122,101
2027-11-17,NGL,Excl. ISP,1434,1121,370,130
2027-11-18,LPG,Incl. ISP,1339,1231,543,99
2027-11-19,LPG,Excl. ISP,1379,1441,428,149
2027-11-20,LPG,Excl. ISP,1228,1139,313,144
2027-11-21,LPG,Incl. ISP,1140,913,286,121
2027-11-22,LPG,Excl. ISP,1484,1464,120,123
2027-11-23,LPG,Incl. ISP,1034,1298,384,93
2027-11-24,NGL,Excl. ISP,1473,1255,224,107
2027-11-25,NGL,Incl. ISP,976,1032,137,113
2027-11-26,NGL,Incl. ISP,1302,1239,245,131
2027-11-27,NGL,Excl. ISP,903,1186,448,150
2027-11-28,NGL,Excl. ISP,1049,1098,417,141
2027-11-29,NGL,Excl. ISP,1292,1415,146,133
2027-11-30,NGL,Excl. ISP,1174,1034,105,119
2027-12-01,LPG,Excl. ISP,1083,1359,347,105
2027-12-02,NGL,Excl. ISP,1342,1431,207,143
2027-12-03,NGL,Incl. ISP,1337,1446,147,130
2027-12-04,LPG,Incl. ISP,1204,1326,303,107
2027-12-05,NGL,Excl. ISP,983,1011,495,110
2027-12-06,NGL,Excl. ISP,1190,1440,485,144
2027-12-07,NGL,Incl. ISP,1210,1394,317,126
2027-12-08,NGL,Incl. ISP,1161,1132,279,97
2027-12-09,NGL,Excl. ISP,1407,1034,364,113
2027-12-10,NGL,Excl. ISP,1274,1426,223,104
2027-12-11,NGL,Incl. ISP,1337,907,387,150
2027-12-12,NGL,Incl. ISP,1239,1402,155,148
2027-12-13,NGL,Incl. ISP,1499,1193,261,127
2027-12-14,LPG,Excl. ISP,1158,1411,171,133
2027-12-15,NGL,Excl. ISP,1472,1413,500,136
2027-12-16,LPG,Excl. ISP,909,953,387,147
2027-12-17,NGL,Excl. ISP,1490,938,507,146
2027-12-18,NGL,Incl. ISP,1222,1479,501,113
2027-12-19,LPG,Excl. ISP,1297,1406,394,93
2027-12-20,NGL,Incl. ISP,984,1387,260,120
2027-12-21,LPG,Excl. ISP,1195,1090,288,97
2027-12-22,NGL,Incl. ISP,1077,1091,526,148
2027-12-23,NGL,Excl. ISP,954,1323,350,148
2027-12-24,NGL,Excl. ISP,1447,1454,150,142
2027-12-25,LPG,Incl. ISP,934,1210,306,112
2027-12-26,NGL,Incl. ISP,1378,934,354,147
2027-12-27,NGL,Incl. ISP,1096,1468,465,118
2027-12-28,LPG,Incl. ISP,1084,1302,407,97
2027-12-29,NGL,Incl. ISP,1361,984,139,115
2027-12-30,NGL,Incl. ISP,1304,1427,301,103
2027-12-31,LPG,Incl. ISP,1002,1037,122,113
